epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
1,10.68307113647461,242.4847412109375,5.391306400299072,49.93742752075195
2,5.754270553588867,58.56779861450195,5.121426582336426,45.156494140625
3,5.569459438323975,54.86336135864258,5.073309421539307,43.68565368652344
4,5.506840705871582,53.25525665283203,5.02022647857666,42.93305969238281
5,5.398898124694824,51.48287582397461,5.013726234436035,42.88003921508789
6,5.3453898429870605,50.927242279052734,4.993278980255127,42.16038131713867
7,5.303913593292236,49.8062744140625,4.982830047607422,41.69086456298828
8,5.2471747398376465,48.728538513183594,4.940062522888184,41.513023376464844
9,5.206630706787109,48.47554397583008,5.000160217285156,41.67912292480469
10,5.118724346160889,46.96915054321289,4.955373287200928,41.486934661865234
11,5.124073028564453,46.59681701660156,4.968389987945557,41.89376449584961
12,5.077826499938965,46.1379508972168,4.974400043487549,41.6123046875
13,4.980663776397705,44.79545593261719,5.053080081939697,42.38108825683594
14,4.969902992248535,44.46040344238281,5.001580715179443,41.92738342285156
15,4.924060344696045,43.49155807495117,5.043353080749512,42.532569885253906
16,4.857937335968018,42.72158432006836,5.05558443069458,42.59212112426758
17,4.8274712562561035,42.124088287353516,5.02153205871582,42.60824203491211
18,4.775346279144287,41.59819793701172,4.997098922729492,42.28937911987305
