epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
1,8.151192665100098,145.216064453125,5.23533296585083,48.251041412353516
2,5.503505706787109,53.847564697265625,5.111957550048828,45.0766487121582
3,5.406052589416504,51.309932708740234,5.088630676269531,44.83659362792969
4,5.319122314453125,49.53428268432617,4.953895092010498,42.68336486816406
5,5.238266468048096,48.05259323120117,4.966471195220947,43.18033218383789
6,5.2017669677734375,47.27489471435547,4.985375881195068,42.004737854003906
7,5.164682388305664,46.89515686035156,4.9425368309021,42.178253173828125
8,5.118885040283203,45.77507781982422,4.902915000915527,41.7372932434082
9,5.086997985839844,45.321964263916016,4.941751956939697,42.7014045715332
10,5.031630039215088,44.81930160522461,4.925973892211914,41.746551513671875
11,5.006255149841309,44.02568054199219,4.9241251945495605,41.89705276489258
12,4.93526029586792,42.9602165222168,4.972765922546387,42.53400802612305
13,4.88136100769043,42.276119232177734,4.943770885467529,41.704811096191406
14,4.842878818511963,41.47504806518555,4.954694747924805,42.27601623535156
15,4.805598735809326,40.97502899169922,4.93906831741333,42.070945739746094
16,4.756350994110107,40.34602355957031,4.94296932220459,41.90538787841797
17,4.718914031982422,39.80406188964844,4.957484722137451,41.887168884277344
18,4.683847427368164,38.9814567565918,4.97020959854126,42.07237243652344
