epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
1,8.465330123901367,160.52894592285156,5.109983921051025,46.391929626464844
2,5.523876190185547,53.949642181396484,5.02381706237793,43.7122802734375
3,5.39762020111084,51.01767349243164,5.0098958015441895,43.481327056884766
4,5.329918384552002,49.62541198730469,4.980221271514893,42.06909942626953
5,5.278284072875977,48.66436004638672,5.002384662628174,41.77706527709961
6,5.22601318359375,47.59210968017578,4.914220333099365,41.42246627807617
7,5.1164469718933105,45.52864456176758,4.883579254150391,40.918888092041016
8,5.074394702911377,45.18415069580078,4.870762348175049,40.06088638305664
9,4.990535736083984,44.01691818237305,4.899704456329346,41.63709259033203
10,4.97737455368042,43.22661590576172,4.880799770355225,40.685020446777344
11,4.922242641448975,42.494956970214844,4.893670082092285,41.16070556640625
12,4.86690616607666,41.63136672973633,4.899945259094238,41.11783218383789
13,4.841742038726807,41.492835998535156,4.917618274688721,40.69214630126953
14,4.796960830688477,40.45977020263672,4.881194591522217,40.584354400634766
15,4.750417709350586,39.73837661743164,4.872307300567627,40.700401306152344
16,4.665590763092041,38.79728698730469,4.928571701049805,41.54766845703125
17,4.680019855499268,38.619895935058594,4.911980152130127,40.51316833496094
18,4.612879753112793,37.705135345458984,4.957042217254639,41.204681396484375
