epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
1,8.188034057617188,142.2974853515625,5.271301746368408,48.153778076171875
2,5.601740837097168,55.300025939941406,5.103695392608643,45.59946823120117
3,5.476734638214111,52.89447021484375,5.037817001342773,44.07912826538086
4,5.394980430603027,51.277496337890625,5.006392955780029,43.54001235961914
5,5.345368385314941,50.51408767700195,4.98030948638916,43.19894027709961
6,5.302401065826416,49.3917236328125,4.943490505218506,42.24361801147461
7,5.26974630355835,49.216400146484375,4.9401960372924805,42.14848709106445
8,5.2554240226745605,48.651451110839844,4.94846773147583,41.95149230957031
9,5.186323165893555,47.298439025878906,4.929078102111816,41.771453857421875
10,5.164453506469727,46.80287551879883,4.915651321411133,41.17348861694336
11,5.14696741104126,46.434288024902344,5.029702663421631,42.693477630615234
12,5.134183883666992,45.94669723510742,4.893261909484863,40.864341735839844
13,5.098078727722168,45.7675895690918,4.877868175506592,40.91117477416992
14,5.075267314910889,45.073829650878906,4.873169898986816,40.71171951293945
15,5.070705890655518,45.299625396728516,4.876174449920654,40.63789367675781
16,5.039522647857666,44.856388092041016,4.892316818237305,41.24601364135742
17,4.98513126373291,43.724674224853516,4.905118942260742,40.964176177978516
18,4.994617462158203,44.28942108154297,4.870285987854004,40.3333854675293
19,4.958127498626709,43.767173767089844,4.883212089538574,40.97954559326172
20,4.958458423614502,43.67165756225586,4.897471904754639,40.870826721191406
21,4.917879104614258,43.04179763793945,4.904746055603027,41.020835876464844
22,4.89640998840332,42.60136413574219,4.904965877532959,40.71736526489258
23,4.880453586578369,42.27688217163086,4.858758449554443,40.358463287353516
24,4.869999408721924,42.598182678222656,4.889426231384277,40.6444091796875
25,4.82853889465332,41.64020919799805,4.88372802734375,40.9354248046875
26,4.821594715118408,41.43279266357422,4.878146648406982,40.684173583984375
27,4.777717590332031,41.07186508178711,4.891974925994873,40.51038360595703
28,4.749114513397217,39.96051025390625,4.888217926025391,40.25562286376953
29,4.738299369812012,40.28229522705078,4.917501449584961,40.731048583984375
30,4.74845552444458,40.564754486083984,4.916658401489258,40.62275695800781
31,4.7047200202941895,39.798805236816406,4.93929386138916,40.96923828125
32,4.681744575500488,39.405452728271484,4.960422515869141,41.175533294677734
33,4.680883884429932,39.62064743041992,4.908132076263428,40.464874267578125
