epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
1,8.15909481048584,139.78860473632812,5.219071865081787,47.34904861450195
2,5.608735084533691,55.56593704223633,5.0668721199035645,44.87474060058594
3,5.498579978942871,53.44140625,5.017660140991211,43.84742736816406
4,5.431280136108398,52.178890228271484,5.004476547241211,43.423194885253906
5,5.340072154998779,50.421749114990234,4.998761177062988,43.268836975097656
6,5.323170185089111,50.041629791259766,5.022556781768799,43.534828186035156
7,5.301313877105713,49.58922576904297,4.951533317565918,42.289588928222656
8,5.269430637359619,48.8045768737793,4.978733062744141,42.205528259277344
9,5.207364559173584,47.8099250793457,4.921794891357422,42.08184051513672
10,5.172904968261719,47.04448318481445,4.940456390380859,42.049964904785156
11,5.144768238067627,46.670143127441406,4.991547107696533,43.833839416503906
12,5.104330539703369,45.52395248413086,4.988111972808838,43.02360534667969
13,5.079854965209961,45.32217025756836,4.996104717254639,41.74361038208008
14,5.077561378479004,45.433509826660156,5.017204761505127,43.413116455078125
15,5.019806861877441,44.58877182006836,5.036902904510498,44.33050537109375
16,4.985496997833252,43.89248275756836,4.937243938446045,41.99339294433594
17,4.909903526306152,42.96631622314453,4.9383673667907715,41.508392333984375
18,4.914004802703857,42.782012939453125,4.954179763793945,41.85177993774414
19,4.874549865722656,41.975311279296875,4.9650373458862305,41.39237976074219
